variable,x,y
bio8,-76.54079971313476,0.0
bio8,-76.29473751220702,0.0
bio8,-76.0486753112793,0.0
bio8,-75.80261311035156,0.0
bio8,-75.55655090942382,0.0
bio8,-75.3104887084961,0.0
bio8,-75.06442650756836,0.0
bio8,-74.81836430664062,0.0
bio8,-74.57230210571288,0.0
bio8,-74.32623990478515,0.0
bio8,-74.08017770385742,0.0
bio8,-73.83411550292968,0.0
bio8,-73.58805330200195,0.0
bio8,-73.34199110107421,0.0
bio8,-73.09592890014648,0.0
bio8,-72.84986669921875,0.0
bio8,-72.60380449829101,0.0
bio8,-72.35774229736327,0.0
bio8,-72.11168009643553,0.0
bio8,-71.86561789550781,0.0
bio8,-71.61955569458007,0.0
bio8,-71.37349349365233,0.0
bio8,-71.12743129272461,0.0
bio8,-70.88136909179687,0.0
bio8,-70.63530689086913,0.0
bio8,-70.3892446899414,0.0
bio8,-70.14318248901367,1.1102230246251565E-16
bio8,-69.89712028808593,1.1102230246251565E-16
bio8,-69.6510580871582,1.1102230246251565E-16
bio8,-69.40499588623047,1.1102230246251565E-16
bio8,-69.15893368530273,1.1102230246251565E-16
bio8,-68.91287148437499,2.220446049250313E-16
bio8,-68.66680928344726,2.220446049250313E-16
bio8,-68.42074708251953,3.3306690738754696E-16
bio8,-68.17468488159179,3.3306690738754696E-16
bio8,-67.92862268066406,4.440892098500626E-16
bio8,-67.68256047973632,5.551115123125783E-16
bio8,-67.43649827880859,6.661338147750939E-16
bio8,-67.19043607788086,8.881784197001252E-16
bio8,-66.94437387695312,9.992007221626409E-16
bio8,-66.69831167602538,1.3322676295501878E-15
bio8,-66.45224947509764,1.6653345369377348E-15
bio8,-66.20618727416992,1.9984014443252818E-15
bio8,-65.96012507324218,2.4424906541753444E-15
bio8,-65.71406287231444,3.1086244689504383E-15
bio8,-65.46800067138672,3.774758283725532E-15
bio8,-65.22193847045898,4.6629367034256575E-15
bio8,-64.97587626953124,5.773159728050814E-15
bio8,-64.72981406860352,7.216449660063518E-15
bio8,-64.48375186767578,8.881784197001252E-15
bio8,-64.23768966674804,1.099120794378905E-14
bio8,-63.99162746582031,1.354472090042691E-14
bio8,-63.745565264892576,1.6653345369377348E-14
