variable,x,y
bio8,-76.54079971313476,0.0
bio8,-76.29473751220702,0.0
bio8,-76.0486753112793,0.0
bio8,-75.80261311035156,0.0
bio8,-75.55655090942382,0.0
bio8,-75.3104887084961,0.0
bio8,-75.06442650756836,0.0
bio8,-74.81836430664062,0.0
bio8,-74.57230210571288,0.0
bio8,-74.32623990478515,0.0
bio8,-74.08017770385742,0.0
bio8,-73.83411550292968,0.0
bio8,-73.58805330200195,0.0
bio8,-73.34199110107421,0.0
bio8,-73.09592890014648,0.0
bio8,-72.84986669921875,0.0
bio8,-72.60380449829101,0.0
bio8,-72.35774229736327,0.0
bio8,-72.11168009643553,0.0
bio8,-71.86561789550781,0.0
bio8,-71.61955569458007,0.0
bio8,-71.37349349365233,0.0
bio8,-71.12743129272461,0.0
bio8,-70.88136909179687,0.0
bio8,-70.63530689086913,0.0
bio8,-70.3892446899414,0.0
bio8,-70.14318248901367,0.0
bio8,-69.89712028808593,0.0
bio8,-69.6510580871582,0.0
bio8,-69.40499588623047,0.0
bio8,-69.15893368530273,0.0
bio8,-68.91287148437499,0.0
bio8,-68.66680928344726,0.0
bio8,-68.42074708251953,0.0
bio8,-68.17468488159179,0.0
bio8,-67.92862268066406,0.0
bio8,-67.68256047973632,0.0
bio8,-67.43649827880859,0.0
bio8,-67.19043607788086,0.0
bio8,-66.94437387695312,0.0
bio8,-66.69831167602538,0.0
bio8,-66.45224947509764,0.0
bio8,-66.20618727416992,0.0
bio8,-65.96012507324218,0.0
bio8,-65.71406287231444,0.0
bio8,-65.46800067138672,0.0
bio8,-65.22193847045898,0.0
bio8,-64.97587626953124,0.0
bio8,-64.72981406860352,0.0
bio8,-64.48375186767578,0.0
bio8,-64.23768966674804,0.0
bio8,-63.99162746582031,0.0
bio8,-63.745565264892576,0.0
bio8,-63.49950306396484,0.0
bio8,-63.253440863037106,0.0
bio8,-63.007378662109375,0.0
bio8,-62.761316461181636,0.0
bio8,-62.5152542602539,1.1102230246251565E-16
bio8,-62.269192059326166,1.1102230246251565E-16
bio8,-62.023129858398434,1.1102230246251565E-16
bio8,-61.777067657470695,1.1102230246251565E-16
bio8,-61.531005456542964,2.220446049250313E-16
bio8,-61.28494325561523,2.220446049250313E-16
